Date,Close,Dividends,High,Low,Open,Stock Splits,Volume
2024-01-22,154.7799988,0.0,157.0500031,153.8999939,156.8899994,0.0,43687500.0
2024-01-23,156.0200043,0.0,156.2100067,153.9299927,154.8500061,0.0,37986000.0
2024-01-24,156.8699951,0.0,158.5099945,156.4799957,157.8000031,0.0,48547300.0
2024-01-25,157.75,0.0,158.5099945,154.5500031,156.9499969,0.0,43638600.0
2024-01-26,159.1199951,0.0,160.7200012,157.9100037,158.4199982,0.0,51047400.0
2024-01-29,161.2599945,0.0,161.2899933,158.8999939,159.3399963,0.0,45270400.0
2024-01-30,159.0,0.0,161.7299957,158.4900055,160.6999969,0.0,45207400.0
2024-01-31,155.1999969,0.0,159.0099945,154.8099976,157.0,0.0,50284400.0
2024-02-01,159.2799988,0.0,159.7599945,155.6199951,155.8699951,0.0,76542400.0
2024-02-02,171.8099976,0.0,172.5,167.3300018,169.1900024,0.0,117154900.0
2024-02-05,170.3099976,0.0,170.5500031,167.6999969,170.1999969,0.0,55081300.0
2024-02-06,169.1499939,0.0,170.7100067,167.6499939,169.3899994,0.0,42505500.0
2024-02-07,170.5299988,0.0,170.8800049,168.9400024,169.4799957,0.0,47174100.0
2024-02-08,169.8399963,0.0,171.4299927,168.8800049,169.6499939,0.0,42316500.0
2024-02-09,174.4499969,0.0,175.0,170.5800018,170.8999939,0.0,56986000.0
2024-02-12,172.3399963,0.0,175.3899994,171.5399933,174.8000031,0.0,51050400.0
2024-02-13,168.6399994,0.0,170.9499969,165.75,167.7299957,0.0,56345100.0
2024-02-14,170.9799957,0.0,171.2100067,168.2799988,169.2100067,0.0,42815500.0
2024-02-15,169.8000031,0.0,171.1699982,167.5899963,170.5800018,0.0,49855200.0
2024-02-16,169.5099945,0.0,170.4199982,167.1699982,168.7400055,0.0,48074600.0
2024-02-20,167.0800018,0.0,168.7100067,165.7400055,167.8300018,0.0,41980300.0
2024-02-21,168.5899963,0.0,170.2299957,167.1399994,168.9400024,0.0,44575600.0
2024-02-22,174.5800018,0.0,174.8000031,171.7700043,173.1000061,0.0,55392400.0
2024-02-23,174.9900055,0.0,175.75,173.6999969,174.2799988,0.0,59715200.0
2024-02-26,174.7299957,0.0,176.3699951,174.2599945,175.6999969,0.0,44368600.0
2024-02-27,173.5399933,0.0,174.6199951,172.8600006,174.0800018,0.0,31141700.0
2024-02-28,173.1600037,0.0,174.0500031,172.2700043,172.4400024,0.0,28180500.0
2024-02-29,176.7599945,0.0,177.2200012,172.8500061,173.0099945,0.0,53805400.0
