Date,Close,High,Low,Open,Volume
2021-01-04,238.93765258789062,241.26390140028846,234.57366253691112,240.7409556262898,3572000
2021-01-05,244.2844696044922,246.60172089836325,236.74667518262592,237.92783661707517,4207100
2021-01-06,257.4665832519531,260.0182724896182,246.2410382189871,249.11730879949832,6383500
2021-01-07,262.9666442871094,266.7896652100742,258.4854354050169,259.468232200007,4009700
2021-01-08,261.551025390625,263.53466947245334,257.0247452790929,263.2822081816949,2800800
2021-01-11,264.9322814941406,265.9872259891002,256.24939956954796,258.5936717517273,2649700
2021-01-12,272.4881591796875,274.08410033788743,266.90693281964747,267.9168058618388,4814400
2021-01-13,273.1463623046875,273.84964951486126,269.68402315335334,270.56762418990013,2413800
2021-01-14,277.5914611816406,278.9800122876175,273.6873220366922,274.1471456209416,3192200
2021-01-15,271.4061584472656,274.8774951138059,267.6823329157314,271.5684491322846,3863700
2021-01-19,265.26593017578125,276.44640529014066,264.9052474977172,275.00375712655955,6727800
2021-01-20,261.9027099609375,268.19624728043317,259.2067808052635,266.7265509459956,4792600
2021-01-21,260.91094970703125,263.9495115530076,260.15356557609977,261.8847489583905,2516000
2021-01-22,260.9289245605469,262.0108897835064,257.4214872359569,258.4944546555058,2568800
2021-01-25,255.20347595214844,258.18794053964217,250.20831839567077,257.4485796255344,4575000
2021-01-26,254.0493621826172,257.6649663671118,252.53456659086524,256.005930734453,3296800
2021-01-27,246.44839477539062,250.0910745752216,244.6360939538632,248.85581641084994,3891800
2021-01-28,247.97219848632812,252.30914022498504,244.64510207745604,247.6025180502066,3778700
2021-01-29,244.50086975097656,250.11814145401797,244.0049448748895,247.2959676210827,3412000
2021-02-01,247.71075439453125,249.57715229737138,245.24923561651048,245.8443289754679,2324100
2021-02-02,258.7469787597656,259.9010917874355,250.65916224425698,250.9476973802307,5195500
2021-02-03,260.1715393066406,261.30762904544616,257.13297803758377,258.42233312819,2712800
2021-02-04,264.860107421875,266.73553028814337,261.04611196916153,261.4789145611702,2994700
2021-02-05,264.6347351074219,268.00690316526914,263.45357375508854,265.98721245890783,2938100
2021-02-08,270.63067626953125,271.2979170512306,265.5363510980584,265.98717682148464,2826200
2021-02-09,270.91021728515625,272.7045225825196,268.4216777156453,270.1348101591507,2071700
2021-02-10,274.35455322265625,275.1660341756064,268.46676925780247,270.4954853982896,3213700
2021-02-11,272.5872802734375,275.01272494023874,269.74708363306183,274.08402502249766,2159900
2021-02-12,276.1940002441406,276.5366323484328,272.09146783252476,272.2898323394186,1977300
2021-02-16,281.2791442871094,282.1447493850774,278.80862842100345,279.511915365468,2792200
2021-02-17,281.98248291015625,284.0022009926843,278.3939275301072,279.53901503578703,2333100
2021-02-18,279.4218444824219,283.5694476298555,277.33000602319794,278.80872795630535,2093300
2021-02-19,284.57928466796875,285.6252038666328,279.71939666321117,279.71939666321117,2749500
2021-02-22,285.7063293457031,289.03342584917914,281.50462971634437,282.21694216308737,3162300
2021-02-23,287.81622314453125,288.5285356715134,280.03496479554406,286.70720919592816,2942500
2021-02-24,298.12213134765625,298.4196643015685,288.6187147234595,288.6818369463648,3934400
2021-02-25,295.5252990722656,302.78358250881524,294.19987029071433,300.5474769236305,4244000
2021-02-26,288.0596008300781,296.354777247927,287.6628720105052,293.73096835693144,3732200
2021-03-01,298.6413879394531,299.65520002319795,292.65804581675906,294.1878247152228,2957800
2021-03-02,299.564697265625,304.3169624769694,298.2702773712264,298.71381328450616,2850300
2021-03-03,302.72381591796875,307.85627454530817,301.6556943577292,302.04492088190483,3606300
2021-03-04,298.0710144042969,307.5483863368967,293.21013235385396,301.54695225252254,3647600
2021-03-05,296.33306884765625,303.76469666750404,286.45740854111307,303.76469666750404,3740200
2021-03-08,302.50653076171875,305.5841822495631,297.8991004899675,299.94481842564994,2998000
2021-03-09,299.24786376953125,304.49800173039483,294.7038031351241,297.46463177990915,3324800
2021-03-10,309.5941467285156,309.9381245404157,300.09867956249576,300.5874915912118,3153100
2021-03-11,309.6665954589844,312.29165018203054,304.561292613734,306.5527286791091,2756600
2021-03-12,315.7405090332031,316.8176913938872,311.06067460422724,312.49086802782307,2436700
