Date,Close,High,Low,Open,Volume
2021-01-04,328.6760559082031,331.1023214614746,320.0994492557875,330.50988229212265,4203800
2021-01-05,324.2561340332031,330.42527418089384,323.95522206691885,327.9143740444883,3160500
2021-01-06,337.8639221191406,338.0708152011423,315.14342264713366,317.0242584110487,6561400
2021-01-07,343.2807922363281,344.6161984661969,336.5944338207592,337.1774884072932,3366700
2021-01-08,341.7384948730469,345.594185533975,337.3843551440343,345.1333899192144,2947800
2021-01-11,339.2557678222656,342.5848553260906,337.7887181492467,341.01434475727694,2695100
2021-01-12,336.07720947265625,338.6257344701697,334.0647296762504,336.61325467376383,2372500
2021-01-13,333.8860778808594,335.55060772381745,330.3030869193955,334.8264960586564,1974500
2021-01-14,329.64471435546875,337.43137410490573,329.5412821530171,335.5881628944575,2919900
2021-01-15,330.3687438964844,332.014474957994,325.14002350557263,328.3186400905434,3777000
2021-01-19,331.20587158203125,335.69165583984176,330.6134035537897,334.98634222513215,3361300
2021-01-20,329.9362487792969,331.1023579194265,325.22474539977344,330.9142915383655,3036800
2021-01-21,333.84832763671875,339.387402397667,329.8421385213103,329.9079746568392,3749800
2021-01-22,326.8422546386719,333.49101658751727,326.832869974463,332.2590713403289,2585100
2021-01-25,327.0867614746094,329.5130558318438,324.0680279224613,326.4660821901838,2506300
2021-01-26,322.6667785644531,330.5663120471967,322.1589735514336,329.6258941277536,2467500
2021-01-27,313.1496887207031,317.86119070155513,309.4068445468398,316.9583977223408,4770900
2021-01-28,318.0023498535156,325.93006692739795,314.57924316140924,316.58233814931333,2769900
2021-01-29,313.7046203613281,318.820496520992,310.93040451141445,316.4788649105212,3899200
2021-02-01,314.0995788574219,318.002307405765,312.9146431186822,315.06820814724466,3020200
2021-02-02,318.5383605957031,324.10564733749294,317.0148881496053,317.0148881496053,2663700
2021-02-03,317.7578125,319.892550764266,314.66382962682036,317.8612446915547,2537100
2021-02-04,309.6984558105469,315.31275229457003,308.82387397768235,312.51970974826145,5962200
2021-02-05,305.17498779296875,313.6105365608113,304.2063586122365,312.3221400744668,7227900
2021-02-08,305.0151672363281,307.53548056007855,304.5167468499202,307.52609589569465,4758200
2021-02-09,309.989990234375,311.3159830595825,302.54186703942395,304.601384757376,4096900
2021-02-10,313.53533935546875,315.7547406450952,310.12161759892905,312.83943925498306,4122700
2021-02-11,313.2250061035156,316.59168965739343,311.7485430690273,315.0400058163624,2776700
2021-02-12,308.6827392578125,312.59488087354174,308.34420261474946,311.917778888141,2760800
2021-02-16,305.2784423828125,310.1874247802688,303.2659630777196,307.85517814609216,4339000
2021-02-17,307.385009765625,309.02135658016766,303.04028325318154,304.1875943464515,2620000
2021-02-18,308.8426513671875,309.9429242577744,305.82391789135727,306.4821932132674,2383500
2021-02-19,305.24090576171875,309.2565095674352,304.79890809010755,309.162462014038,2313800
2021-02-22,308.1185607910156,309.4445248876572,301.26290567994585,302.34438061725905,2688300
2021-02-23,309.87713623046875,314.04318097329605,307.1781412331937,310.3285184910823,3225700
2021-02-24,312.416259765625,313.72345457810553,306.6138967025336,308.9179036126229,3360500
2021-02-25,309.2752380371094,313.72342514883877,307.85519778826995,311.27833280687486,2780100
2021-02-26,312.4256286621094,317.7766086853269,310.19684288252733,310.85511817774074,5430000
2021-03-01,314.71087646484375,318.7170663095785,313.79866986120675,314.43814721034124,4198900
2021-03-02,314.701416015625,317.5508807079216,313.9961026888261,315.03995263683754,2568900
2021-03-03,313.03692626953125,318.01174538550146,312.9522920958236,313.4601258373482,3039700
2021-03-04,313.9208679199219,320.5320039985694,312.84880653652516,314.2594332562873,4991600
2021-03-05,326.4190368652344,327.5381363868727,315.05877332606747,315.0681866882026,4563100
2021-03-08,329.30615234375,332.9079403132424,325.008435604987,326.3344283026903,3419900
2021-03-09,331.0083312988281,339.72599565134493,330.40645001530737,331.89232649694975,4277600
2021-03-10,328.7701110839844,333.35935513261745,327.73564563051747,332.8233100295559,3012300
2021-03-11,332.06158447265625,334.76057940204936,329.02402415703915,329.8610099096743,2520500
2021-03-12,335.9970397949219,336.7520642104615,332.1936925054277,333.3073499181941,2088700
2021-03-15,333.9774475097656,337.8091068372375,331.77847285851954,336.84648300267827,2343400
2021-03-16,334.6569519042969,335.37418916962184,332.1182378542093,333.64712284768433,2904200
2021-03-17,332.3730773925781,337.93183239088034,332.04275594289044,335.1949367243467,2633100
2021-03-18,341.6878356933594,343.83018643708596,332.5239465157581,333.0241374891704,3311600
2021-03-19,345.0193786621094,349.62492687147017,338.8189043503036,341.56524630632583,8572900
2021-03-22,346.2273864746094,347.85065298269285,339.8570137111039,344.47200869325934,3505200
2021-03-23,347.7751770019531,350.64421230669575,346.56716668436223,348.1054983984305,3100100
2021-03-24,349.7571105957031,352.77712228277704,344.953380474916,345.4629896263421,3407800
2021-03-25,350.21954345703125,351.1821673224671,342.95261603101585,349.75711073754354,3021500
2021-03-26,355.306396484375,355.85376402843434,349.46452600651475,350.7763360317329,2959800
2021-03-29,357.74127197265625,359.10028719016884,353.9001660620307,355.1931112395107,2740400
2021-03-30,352.55059814453125,358.51516174072214,350.88957314274694,356.31618721432744,3066000
2021-03-31,351.1443176269531,355.7970412541349,350.8894843370338,351.8332430671509,3356500
2021-04-01,346.42559814453125,351.72951873513784,345.1892762474854,351.26708607476957,2977700
2021-04-05,349.3606872558594,351.67290824394325,346.96356021818934,348.8321845387953,2709400
2021-04-06,343.8774108886719,348.99259657763537,342.3202145313739,348.03939091353095,2698600
2021-04-07,345.0760803222656,345.30257328276224,340.27232130888456,343.70761814970257,2158900
2021-04-08,344.3681945800781,346.27457716601975,342.6882761096999,342.6882761096999,2426700
2021-04-09,355.136474609375,355.4290375742111,346.35952806181825,347.63360838033117,2483200
2021-04-12,355.1176452636719,358.4679782865368,352.9941874544995,353.4188905368299,3057300
2021-04-13,353.43768310546875,357.9771607899877,353.2772314312491,355.0892610639055,2652300
2021-04-14,354.5041809082031,356.7503318295125,353.51321672461734,354.23048274688085,2805600
2021-04-15,368.0754089355469,370.2932192561135,358.6283733578052,358.6283733578052,4488300
2021-04-16,369.0191955566406,371.76553755208505,363.7813161133234,371.76553755208505,4532400
2021-04-19,367.91497802734375,371.2653395115191,366.62203290069556,368.0659829123793,2965400
2021-04-20,374.22869873046875,375.50277894874256,367.51858707611984,367.9338144764149,3348100
2021-04-21,376.3805236816406,378.9003728788013,373.20006046663497,376.4277001110442,2473300
2021-04-22,374.2381896972656,376.3333357608627,371.0765913903133,376.0313259784326,2718600
2021-04-23,377.7961120605469,379.38162005452955,372.31287531376364,373.3698806430854,2263200
2021-04-26,373.5964050292969,377.50358091637537,372.98296747055525,377.32426441134106,1642300
2021-04-27,372.3128967285156,374.03996289250676,370.23661556847026,372.46390161299496,1758500
2021-04-28,372.39788818359375,374.6629041926133,371.1804309182648,372.9547025790565,1886500
2021-04-29,378.96636962890625,379.542077526732,374.0116354711816,374.43633849090935,1996500
2021-04-30,376.37109375,379.25899410921,375.94641946261044,378.4473751591498,2328100
2021-05-03,383.0717468261719,383.89281249328855,378.0037659419109,378.4473337944177,2568500
2021-05-04,388.20587158203125,389.27232399203183,380.8068035637326,382.67545698312466,3237200
2021-05-05,389.3006286621094,389.53656843705613,383.92119027282706,387.41311046253554,2767600
2021-05-06,391.631591796875,393.4058629554549,389.35712962454505,389.7723858021375,3058700
2021-05-07,394.1609802246094,395.4539255764233,390.7823353374149,391.6600243833736,1851000
2021-05-10,397.21868896484375,402.02241820955294,394.6988400818308,395.68977538567856,2489300
2021-05-11,388.5455322265625,398.5399350475027,387.51680972925453,397.3224780598856,3024000
2021-05-12,382.5716247558594,387.7434350328224,381.92042866765854,386.27117312938805,2888100
2021-05-13,385.58221435546875,389.94237677528844,381.58068500069777,383.4304447664184,2637500
2021-05-14,386.7524108886719,389.38550645551135,385.5255357592599,387.8754863569166,2072900
2021-05-17,385.648193359375,389.3099823993436,385.59157013102373,386.28994248151264,1583900
2021-05-18,387.29974365234375,389.7346287007766,383.4208799806603,386.6485477717052,2694800
2021-05-19,386.46929931640625,387.62068641513713,381.51456470978565,386.4598525102831,2783100
2021-05-20,385.6575927734375,390.555674231337,385.35558305851947,386.49752309159066,2105800
2021-05-21,388.4794921875,395.0858046842935,386.4315226409498,387.65842652823926,4295400
2021-05-24,387.8377380371094,390.62180955847,386.8656675057129,389.17785956909,1883600
2021-05-25,389.8196105957031,390.5840530172164,385.8935988314743,388.6871171718344,2285600
2021-05-26,389.9705810546875,391.9430335682855,387.89432889358994,388.92302256998886,1903900
2021-05-27,389.4894104003906,391.7638445932187,387.29988227316284,391.58455685293313,2041800
2021-05-28,388.753173828125,392.1035063601223,386.96000889988755,389.4893046087357,2367900
2021-06-01,383.8456726074219,390.461432602984,383.3171698564094,390.461432602984,2199600
2021-06-02,383.0245666503906,386.12954158754354,381.79766276337233,386.12954158754354,2232900
2021-06-03,385.0158996582031,386.71468307753935,380.1838583610687,380.8067427347015,2281200
2021-06-04,382.8263854980469,387.88491952911266,381.8920445741941,387.8471611076346,2990900
2021-06-07,377.7395324707031,384.3080869197757,376.2672707631737,384.0721471743224,3353800
2021-06-08,379.1457214355469,380.0989272167822,376.32389131642935,378.18309764940267,3051300
2021-06-09,378.541748046875,382.958533340764,378.0037984940804,380.6463122251492,1925700
2021-06-10,378.9097900390625,380.19331725010215,376.05964823995396,379.3061814898768,4033600
2021-06-11,375.5122375488281,380.6745710139488,372.5771324322415,380.6651530099146,3094300
2021-06-14,376.7108154296875,377.00337839192736,372.9074681193325,374.95540885501157,2674900
2021-06-15,377.7677917480469,378.9191786983828,374.172072829628,377.46578200341315,2845800
2021-06-16,374.908203125,380.47637457919615,374.3608356645979,378.54168045738345,3330800
2021-06-17,375.00262451171875,375.68213210771205,372.4167054040912,373.72854416907666,3532000
2021-06-18,368.8172912597656,371.93363832034066,366.80919904308183,366.8376143515548,5521400
2021-06-21,377.05810546875,378.1284636782212,368.6752419689119,368.8173185217787,3839300
2021-06-22,377.6453552246094,379.50188953637445,376.8212823533007,379.4639928219685,3964600
2021-06-23,374.6805725097656,377.9389962435512,374.4058719123475,376.82128885643465,2942100
2021-06-24,377.8157958984375,380.93214260821475,375.8929498236216,377.2948389995014,3309100
2021-06-25,383.574951171875,388.33944426485704,377.95794095265313,378.98094994145106,16928900
2021-06-28,380.2691345214844,383.61280415043,376.92546489253874,383.5749363424754,3193300
2021-06-29,377.0865173339844,381.917322434391,376.4992483163508,380.75223689807876,2458800
2021-06-30,379.3029479980469,380.21226671431907,375.85506996765344,376.556029040384,2875600
2021-07-01,383.5180969238281,383.82118391412877,380.6006570017411,380.80904556760447,2678100
2021-07-02,387.75213623046875,388.2352254018484,382.56141361640033,383.7075363160194,1982400
2021-07-06,388.6046142578125,389.45710236938226,384.2947666773813,387.09854518247096,2615300
2021-07-07,389.93072509765625,390.4232667372135,385.70615218181035,388.6898751405205,2270400
2021-07-08,388.31097412109375,389.1444994114728,383.6980107306316,387.0416800166879,2032300
2021-07-09,390.3569641113281,391.4368036518014,388.9645850829118,390.7548073385348,2078900
2021-07-12,394.0794982910156,394.42048195562046,388.65194370896546,389.32445854086023,2802600
2021-07-13,396.447509765625,397.5368016067847,393.76687421118123,394.4015211971606,2948900
2021-07-14,392.84814453125,400.22696131963284,391.5315300267567,398.55985280089095,3538700
2021-07-15,397.87786865234375,399.46921269920944,385.70617231393703,390.16754933090505,3546500
2021-07-16,397.54638671875,399.9996715788784,395.5951249549919,399.11873912872096,2625400
2021-07-19,387.46795654296875,397.38530363679484,385.3367217426341,395.2161721239054,3611300
