Date,Close,High,Low,Open,Volume
2021-01-04,13.079099655151367,13.616686233298404,12.928495743054027,13.0698742321973,560640000
2021-01-05,13.369583129882812,13.408231166677428,13.052666755118736,13.065382978880972,322760000
2021-01-06,12.58140754699707,13.210253352525344,12.552982708724837,13.18781234029951,580424000
2021-01-07,13.30899429321289,13.342656288850517,12.852694956302209,12.933481843487463,461480000
2021-01-08,13.241920471191406,13.385791973828983,13.007786500606592,13.327446099963366,292528000
2021-01-11,13.585768699645996,13.924378564406092,13.32744827199197,13.383550339013926,518344000
2021-01-12,13.449376106262207,13.718419081750215,13.309993175343564,13.71642352162883,291476000
2021-01-13,13.49625301361084,13.589258672592168,13.349888472879313,13.454612578563953,210028000
2021-01-14,13.16562271118164,13.564074634258443,13.145924877121022,13.539389802082038,283120000
2021-01-15,12.825763702392578,13.290291572783367,12.814792879914135,13.193296718316851,277780000
2021-01-19,12.991081237792969,13.059650314910332,12.810306141016198,12.98210407137599,226188000
2021-01-20,13.330687522888184,13.395267380645388,13.022498117012766,13.077353186999005,258572000
2021-01-21,13.831122398376465,13.962526891847379,13.21823433925245,13.383299879552478,337780000
2021-01-22,13.676528930664062,13.805440406556494,13.591502657751988,13.703956944733628,246820000
2021-01-25,13.617432594299316,13.792222906843277,13.201775917820182,13.745595479607013,251112000
2021-01-26,13.400008201599121,13.608958021781056,13.352382983111397,13.544876563927321,163980000
2021-01-27,12.883862495422363,13.19803571963846,12.7601872437414,13.195292538180821,371272000
2021-01-28,13.016762733459473,13.30475589750108,12.926500265389267,12.96215686988838,228316000
2021-01-29,12.955673217773438,13.299768427548274,12.877628563577591,13.040699478065463,271552000
2021-02-01,13.202276229858398,13.235937275956195,12.868902609137884,13.019008103662717,217204000
2021-02-02,13.521185874938965,13.536395122770351,13.250646742172403,13.363600375597834,220440000
2021-02-03,13.49500560760498,13.895202887143391,13.481042394931094,13.600228117062478,245408000
