Date,Close,Dividends,High,Low,Open,Stock Splits,Volume
2024-01-22,284.3869019,0.0,286.2783972,281.8550268,281.8550268,0.0,2072200.0
2024-01-23,284.5444946,0.0,288.5344211,283.2539341,286.1897294,0.0,1866300.0
2024-01-24,286.3670654,0.0,288.2684221,284.0617885,286.5246951,0.0,2765900.0
2024-01-25,296.307312,0.0,298.8096332,288.7806862,289.6377728,0.0,4647100.0
2024-01-26,294.9872131,0.0,298.4845582,294.2286488,296.5339255,0.0,2920500.0
2024-01-29,298.7505493,0.0,299.1938845,293.0366184,294.5833008,0.0,2101400.0
2024-01-30,300.2381592,0.0,301.1937681,296.0512182,296.0512182,0.0,2150200.0
2024-01-31,295.8541565,0.0,301.2134431,295.4797899,301.036121,0.0,2813000.0
2024-02-01,303.1246643,0.0,303.4990309,297.4599797,298.740679,0.0,3196300.0
2024-02-02,310.414856,0.0,312.6610253,301.4597322,302.4448947,0.0,4658800.0
2024-02-05,316.6312561,0.0,329.9013976,311.222723,329.9013976,0.0,6557500.0
2024-02-06,317.9316406,0.0,322.5717475,314.3358035,318.3946682,0.0,2825700.0
2024-02-07,318.7887268,0.0,322.955975,316.3356818,318.1483772,0.0,3203000.0
2024-02-08,317.2223816,0.0,321.586645,316.6510005,319.8527792,0.0,1986100.0
2024-02-09,312.4541321,0.0,317.5474052,310.8877274,317.2223148,0.0,2823000.0
2024-02-12,316.8578186,0.0,318.2961474,311.8137914,312.5033871,0.0,2483600.0
2024-02-13,308.1982727,0.0,311.3113902,306.1787013,311.1045145,0.0,2923200.0
2024-02-14,312.0108032,0.0,313.1339029,309.3114676,311.3212075,0.0,1887100.0
2024-02-15,318.2764587,0.0,318.4143659,310.7793564,311.2621065,0.0,2362900.0
2024-02-16,317.133667,0.0,323.4288398,316.6706394,318.9168087,0.0,2513200.0
2024-02-20,309.0848999,0.0,314.2668647,308.0997373,312.5526914,0.0,2701600.0
2024-02-21,312.4344788,0.0,313.1043821,308.2573689,308.2573689,0.0,1780200.0
2024-02-22,317.3110046,0.0,318.5720115,315.5869702,316.2371811,0.0,1875800.0
2024-02-23,319.0744629,0.0,320.25664,317.2715985,318.207515,0.0,1575000.0
2024-02-26,320.5521851,0.0,322.3845729,317.4686216,318.8478431,0.0,1650000.0
2024-02-27,322.7687988,0.0,323.084058,318.9660559,322.1284492,0.0,1640900.0
2024-02-28,324.6701965,0.0,326.7587365,322.1383213,322.5324104,0.0,1471000.0
2024-02-29,329.0048828,0.0,329.9211069,325.2021697,326.08881,0.0,2699800.0
2024-03-01,331.7042542,0.0,332.7583553,328.6502441,329.0443031,0.0,1815200.0
2024-03-04,333.6252747,0.0,335.2114019,329.8225618,330.6205411,0.0,1551000.0
2024-03-05,328.5812683,0.0,333.9602475,326.8178189,330.44324,0.0,2030000.0
2024-03-06,330.6501465,0.0,332.7189941,329.2019562,331.2609425,0.0,1542300.0
2024-03-07,335.1719971,0.0,337.2605368,333.4085477,333.4873776,0.0,1732500.0
2024-03-08,334.1572571,0.0,339.3884673,333.0834336,336.9945298,0.0,2307100.0
2024-03-11,329.9999084,0.0,333.1918256,326.6109468,331.9997873,0.0,1868000.0
2024-03-12,332.2362061,0.0,333.369167,327.8029746,330.3052959,0.0,1645900.0
2024-03-13,336.4527283,0.0,338.0093021,332.3840319,333.1229039,0.0,1818800.0
2024-03-14,336.8468018,0.0,341.6937848,333.9110065,339.4377541,0.0,2110200.0
2024-03-15,341.8218689,0.0,342.1371281,336.0882153,337.8812185,0.0,4405500.0
2024-03-18,346.6786804,0.0,348.0973168,342.6986155,342.9153524,0.0,2528200.0
2024-03-19,348.6489868,0.0,348.7475091,344.4324927,346.3831252,0.0,2207600.0
2024-03-20,351.1611938,0.0,352.8655058,342.9744957,345.9102608,0.0,2563900.0
2024-03-21,359.1508484,0.0,359.7813668,351.4271778,352.3630942,0.0,2616300.0
2024-03-22,352.7965698,0.0,360.0966284,352.5502792,359.1902956,0.0,2051500.0
2024-03-25,350.6686401,0.0,353.5452981,349.7622773,351.6636339,0.0,1774800.0
2024-03-26,351.1020813,0.0,354.2545833,350.7178535,351.1710198,0.0,1637200.0
2024-03-27,359.239502,0.0,359.3971316,352.5699626,353.3974955,0.0,2262800.0
2024-03-28,360.9931335,0.0,361.7714204,358.1361679,359.2099916,0.0,2028600.0
2024-04-01,358.3430176,0.0,362.4708511,357.2593628,362.027546,0.0,1953800.0
2024-04-02,359.4168396,0.0,359.5744692,356.1165691,356.9342408,0.0,1968900.0
2024-04-03,370.2142639,0.0,370.4901082,359.190292,360.067071,0.0,2623700.0
2024-04-04,364.3032532,0.0,375.3764702,363.4067517,371.7707718,0.0,2492200.0
2024-04-05,373.6721191,0.0,375.3469074,366.2735693,366.9730263,0.0,2067000.0
2024-04-08,367.9286499,0.0,376.3419463,367.3572689,373.4849509,0.0,2690000.0
2024-04-09,366.3819275,0.0,371.5638919,360.0867548,369.4654909,0.0,2043300.0
2024-04-10,366.5494385,0.0,367.0912659,358.9833973,360.7665391,0.0,2148500.0
2024-04-11,366.4608154,0.0,367.8301759,361.4561723,367.1011651,0.0,2535700.0
2024-04-12,360.2049866,0.0,367.3080001,357.298745,363.1703355,0.0,2072500.0
2024-04-15,358.5105286,0.0,368.9039821,356.7372178,367.4360994,0.0,2171000.0
2024-04-16,354.5403137,0.0,358.0671825,351.8803627,357.6337086,0.0,2513900.0
2024-04-17,353.0034485,0.0,357.5253409,347.6441619,357.2691891,0.0,2313800.0
2024-04-18,352.6192017,0.0,358.0868715,350.8853361,355.7914261,0.0,2380700.0
2024-04-19,350.6713867,1.3,356.8906559,348.1797383,354.2605674,0.0,2928300.0
2024-04-22,353.5881958,0.0,357.928839,349.267347,352.0951982,0.0,2085400.0
2024-04-23,359.1647949,0.0,361.409255,355.0021501,355.9513453,0.0,1810700.0
2024-04-24,359.4317322,0.0,364.029461,354.8636949,359.8569192,0.0,3032700.0
2024-04-25,334.198761,0.0,338.0944531,326.6051396,326.7237852,0.0,6459600.0
2024-04-26,339.5182495,0.0,341.6144025,334.5250252,334.6338038,0.0,3324600.0
2024-04-29,345.8660278,0.0,347.0031187,340.1115043,340.1115043,0.0,2171400.0
2024-04-30,330.8073425,0.0,343.8588737,329.3736376,343.1173084,0.0,4201700.0
2024-05-01,327.3467102,0.0,334.6931433,327.0204046,329.6307289,0.0,3520600.0
2024-05-02,331.6675415,0.0,332.3794454,325.5471537,329.7691211,0.0,2492000.0
2024-05-03,332.9627991,0.0,337.7681274,331.2127159,334.2877254,0.0,1977100.0
2024-05-06,338.252655,0.0,338.6975761,335.8796521,337.0364771,0.0,1653900.0
2024-05-07,341.1200562,0.0,344.620253,339.5380441,340.5960179,0.0,1965600.0
2024-05-08,340.6256409,0.0,342.375724,334.93041,336.1762493,0.0,2260300.0
2024-05-09,347.8237915,0.0,348.9114267,341.5451992,342.029709,0.0,3208900.0
2024-05-10,350.7999268,0.0,353.489338,349.5441903,351.0075566,0.0,2210600.0
2024-05-13,352.6686707,0.0,354.5176353,350.384652,350.8098088,0.0,2051200.0
2024-05-14,354.1517639,0.0,356.554428,353.0147033,353.6969457,0.0,1563400.0
2024-05-15,355.9908752,0.0,359.2240888,354.0924549,357.4047857,0.0,1913900.0
2024-05-16,346.7756958,0.0,354.7351509,345.6781635,352.7378794,0.0,2821700.0
2024-05-17,352.2632446,0.0,352.4016846,347.6062235,349.0003697,0.0,2104300.0
2024-05-20,358.6704102,0.0,360.3315092,350.7801446,352.391818,0.0,2247900.0
2024-05-21,355.0317993,0.0,359.1548854,353.4794488,358.185926,0.0,1841100.0
2024-05-22,351.9369812,0.0,355.1603278,348.594989,354.4681882,0.0,2104200.0
2024-05-23,346.7559509,0.0,357.2762751,344.8674277,356.3468442,0.0,2749200.0
2024-05-24,344.9761658,0.0,349.9298315,342.7811313,348.6741252,0.0,2633800.0
2024-05-28,342.5734863,0.0,345.3024561,340.526759,344.0862782,0.0,2264900.0
2024-05-29,334.3074951,0.0,341.4265337,333.9218969,341.1200225,0.0,3040000.0
2024-05-30,335.4346924,0.0,340.6750749,334.6634657,334.6634657,0.0,2745800.0
2024-05-31,334.7129211,0.0,337.056293,331.2918415,335.5237065,0.0,8319400.0
2024-06-03,327.6334229,0.0,337.5605188,322.0865289,337.0364805,0.0,3878600.0
2024-06-04,323.8860474,0.0,326.614987,320.8505664,325.0132109,0.0,3706600.0
