Date,Total_Portfolio_Value,Uninvested_Capital,AMZN_Value,BA_Value,CAT_Value,GOOGL_Value,GS_Value,NKE_Value,NVDA_Value,SOFI_Value,TSLA_Value,UNH_Value
2024-09-16,71696.23880182272,-6.924046206448111,726.35,750.17,18029.13,696.41,689.14,20853.11,748.76,13836.85,745.6,14627.66
2024-09-17,72133.6678198286,-6.924046206448111,734.16,748.15,18326.03,701.96,689.46,20744.21,741.13,13939.85,749.18,14766.45
2024-09-18,72105.51618687103,-6.924046206448111,732.4,751.23,18400.12,700.88,688.31,20710.85,726.89,13922.68,746.98,14732.08
2024-09-19,73127.13954057648,-6.924046206448111,725.64,748.71,19342.62,711.1,715.66,20700.62,755.75,13854.52,801.95,14777.5
2024-09-20,74436.5771502845,-6.924046206448111,722.33,751.88,19109.97,717.46,719.52,22116.79,743.76,13974.47,783.31,14804.0
2024-09-21,74354.57441848343,-6.924046206448111,718.04,744.61,19231.74,709.83,720.26,22157.8,745.42,13748.8,821.94,14763.07
2024-09-22,74354.57441848343,-6.924046206448111,718.04,744.61,19231.74,709.83,720.26,22157.8,745.42,13748.8,821.94,14763.07
2024-09-23,74354.57441848343,-6.924046206448111,718.04,744.61,19231.74,709.83,720.26,22157.8,745.42,13748.8,821.94,14763.07
2024-09-24,75376.74910447633,-6.924046206448111,717.89,742.27,19996.51,711.76,721.14,22481.68,774.98,13592.56,835.98,14808.9
2024-09-25,75257.94787832492,-6.924046206448111,720.53,750.97,19598.58,708.25,711.18,22620.49,791.91,13680.2,845.02,14837.73
2024-09-26,75776.61991904453,-6.924046206448111,723.1,762.62,20257.13,713.69,719.55,22443.93,795.31,13733.29,835.82,14799.11
2024-09-27,76325.91255861874,-6.924046206448111,729.13,758.36,20263.35,719.04,721.85,22456.48,778.38,14069.54,856.33,14980.36
2024-09-28,76001.74404932374,-6.924046206448111,732.31,768.96,20265.42,727.37,716.93,22195.36,778.64,13910.27,860.18,15053.23
2024-09-29,76001.74404932374,-6.924046206448111,732.31,768.96,20265.42,727.37,716.93,22195.36,778.64,13910.27,860.18,15053.23
2024-09-30,76001.74404932374,-6.924046206448111,732.31,768.96,20265.42,727.37,716.93,22195.36,778.64,13910.27,860.18,15053.23
2024-10-01,75779.15354094924,-6.924046206448111,734.67,779.99,20331.22,732.37,709.78,22378.65,750.17,13503.22,848.31,15017.7
2024-10-01,75779.15354094924,0.0,757.79,757.79,9798.24,757.79,757.79,22733.75,757.79,757.79,15966.67,22733.75
2024-10-02,74096.58297542686,0.0,758.55,751.26,9839.7,752.66,760.61,21195.72,769.77,773.68,15409.73,23084.91
2024-10-03,73256.87330277415,0.0,747.05,757.15,9765.78,752.66,751.5,20940.65,795.68,777.65,14892.41,23076.33
2024-10-04,74187.74482808236,0.0,765.73,779.68,9915.61,758.11,765.51,20978.91,809.09,833.27,15475.33,23106.5
2024-10-05,73417.36312208603,0.0,742.29,784.26,9944.57,739.59,764.67,20616.73,827.22,839.3,14902.93,23255.8
2024-10-06,73417.36312208603,0.0,742.29,784.26,9944.57,739.59,764.67,20616.73,827.22,839.3,14902.93,23255.8
2024-10-07,73417.36312208603,0.0,742.29,784.26,9944.57,739.59,764.67,20616.73,827.22,839.3,14902.93,23255.8
2024-10-08,73479.80022864585,0.0,750.17,787.45,9687.62,745.95,767.69,20601.42,860.71,853.5,15130.03,23295.26
2024-10-09,73110.23028069621,0.0,760.23,801.25,9893.13,734.51,781.0,20390.45,859.15,871.77,14916.54,23102.19
2024-10-10,72924.83995032108,0.0,766.31,808.72,9904.37,735.51,782.13,20433.87,873.14,869.75,14775.45,22975.59
2024-10-11,71808.65156285104,0.0,775.22,796.86,10038.71,740.77,801.66,20427.65,873.08,908.05,13477.79,22968.86
2024-10-12,71579.09900184795,0.0,769.96,786.15,9837.2,748.58,796.7,20496.38,894.26,860.21,13561.95,22827.72
2024-10-13,71579.09900184795,0.0,769.96,786.15,9837.2,748.58,796.7,20496.38,894.26,860.21,13561.95,22827.72
2024-10-14,71579.09900184795,0.0,769.96,786.15,9837.2,748.58,796.7,20496.38,894.26,860.21,13561.95,22827.72
2024-10-15,72289.59627868829,0.0,770.58,803.87,9688.37,750.85,796.98,20431.38,852.35,854.27,13587.32,23753.61
2024-10-16,72784.05389976385,0.0,767.29,817.33,9618.84,749.49,808.39,20208.67,879.04,842.52,13696.24,24396.25
2024-10-17,72602.32322533005,0.0,769.92,816.25,9640.1,739.37,809.05,20273.99,886.88,828.26,13669.01,24169.51
2024-10-18,72780.12968040239,0.0,766.92,817.07,9624.7,741.59,808.29,20332.58,893.81,815.55,13657.25,24322.37
2024-10-19,72904.25679593318,0.0,766.76,804.65,9576.39,744.54,791.92,20511.47,930.79,833.18,13542.77,24401.8
2024-10-20,72904.25679593318,0.0,766.76,804.65,9576.39,744.54,791.92,20511.47,930.79,833.18,13542.77,24401.8
2024-10-21,72904.25679593318,0.0,766.76,804.65,9576.39,744.54,791.92,20511.47,930.79,833.18,13542.77,24401.8
2024-10-22,72735.40689530052,0.0,765.48,804.5,9526.85,749.4,792.69,20496.36,931.18,847.6,13488.31,24333.05
2024-10-23,71939.07757946107,0.0,775.55,811.69,9560.5,738.69,791.0,20151.48,944.24,834.78,13220.99,24110.15
2024-10-24,74834.92600237366,0.0,782.56,816.54,9593.47,738.41,802.17,20279.83,941.37,815.07,16118.9,23946.61
2024-10-25,75525.38463396009,0.0,788.65,817.04,9566.45,749.99,783.97,20304.24,937.58,812.84,16657.88,24106.74
2024-10-26,75281.77130096417,0.0,791.0,828.67,9681.45,756.57,800.76,20296.52,940.96,805.54,16244.52,24135.77
2024-10-27,75281.77130096417,0.0,791.0,828.67,9681.45,756.57,800.76,20296.52,940.96,805.54,16244.52,24135.77
2024-10-28,75281.77130096417,0.0,791.0,828.67,9681.45,756.57,800.76,20296.52,940.96,805.54,16244.52,24135.77
2024-10-29,74917.26765679872,0.0,801.25,822.44,9604.62,770.0,801.83,20362.43,938.51,753.71,16059.49,24002.98
2024-10-30,75200.0895648558,0.0,809.23,818.94,9708.78,791.69,802.02,20620.49,944.86,728.09,15937.58,24038.42
2024-10-31,74723.00216739952,0.0,782.65,832.49,9747.93,776.49,791.91,20529.39,967.17,729.71,15461.1,24104.18
2024-11-01,74695.97420238594,0.0,831.06,861.93,9703.79,777.3,794.29,20406.73,957.55,721.22,15407.26,24234.84
2024-11-01,74695.97420238594,1.4551915228366852e-11,13019.51,746.96,746.96,746.96,22408.79,746.96,12377.12,22408.79,746.96,746.96
2024-11-02,73877.64393131534,1.4551915228366852e-11,12878.09,745.8,740.84,738.02,22068.79,751.16,12347.41,22144.92,728.54,734.08
2024-11-03,73877.64393131534,1.4551915228366852e-11,12878.09,745.8,740.84,738.02,22068.79,751.16,12347.41,22144.92,728.54,734.08
2024-11-04,73877.64393131534,1.4551915228366852e-11,12878.09,745.8,740.84,738.02,22068.79,751.16,12347.41,22144.92,728.54,734.08
2024-11-05,74186.72968134972,1.4551915228366852e-11,13122.78,755.79,754.32,740.2,22737.15,758.85,12172.25,21644.79,754.34,746.26
2024-11-06,78395.10606377485,1.4551915228366852e-11,13622.04,736.57,820.25,769.72,25715.21,772.13,11924.3,22383.98,865.61,785.3
2024-11-07,78728.48971452702,1.4551915228366852e-11,13816.74,755.69,803.19,788.21,26018.42,769.07,11790.41,22299.17,890.75,796.83
2024-11-08,81120.9713548751,1.4551915228366852e-11,13693.74,753.94,818.2,777.75,26335.29,769.27,11839.91,24379.18,963.69,790.01
2024-11-09,79946.70340851505,1.4551915228366852e-11,13605.59,760.79,814.93,773.42,26047.78,765.65,11934.94,23409.61,1050.03,783.95
2024-11-10,79946.70340851505,1.4551915228366852e-11,13605.59,760.79,814.93,773.42,26047.78,765.65,11934.94,23409.61,1050.03,783.95
2024-11-11,79946.70340851505,1.4551915228366852e-11,13605.59,760.79,814.93,773.42,26047.78,765.65,11934.94,23409.61,1050.03,783.95
2024-11-12,80474.6014818186,1.4551915228366852e-11,13741.76,770.66,818.58,778.87,26261.19,766.25,11810.47,23653.95,1082.29,790.59
2024-11-13,79921.04402343923,1.4551915228366852e-11,13571.06,784.85,824.84,767.12,26333.42,766.95,11890.91,23106.25,1079.41,796.25
2024-11-14,79844.3453696348,1.4551915228366852e-11,13654.1,790.03,825.45,752.97,26084.81,758.53,11870.99,23192.31,1110.56,804.6
2024-11-15,80316.17195072476,1.4551915228366852e-11,13940.44,801.75,818.44,739.72,26303.29,753.67,12064.31,22995.79,1093.54,805.23
2024-11-16,80699.2329754337,1.4551915228366852e-11,13971.75,822.8,819.27,751.77,26057.33,762.52,12142.06,23501.94,1062.82,806.98
2024-11-17,80699.2329754337,1.4551915228366852e-11,13971.75,822.8,819.27,751.77,26057.33,762.52,12142.06,23501.94,1062.82,806.98
2024-11-18,80699.2329754337,1.4551915228366852e-11,13971.75,822.8,819.27,751.77,26057.33,762.52,12142.06,23501.94,1062.82,806.98
2024-11-19,80839.7937182106,1.4551915228366852e-11,13870.96,832.69,814.73,763.86,25764.41,752.54,11844.9,24328.64,1051.43,815.64
2024-11-20,81426.23267820064,1.4551915228366852e-11,13929.6,835.44,815.62,754.68,25788.78,755.36,11890.02,24750.43,1057.46,848.86
2024-11-21,82705.01897409273,1.4551915228366852e-11,14084.08,843.18,807.11,718.87,26417.18,746.56,11858.23,25324.06,1061.15,844.6
2024-11-22,84212.16901855488,1.4551915228366852e-11,14128.81,826.41,823.47,706.57,26712.77,769.42,12049.04,26319.47,1040.97,835.24
2024-11-23,85064.64326409745,1.4551915228366852e-11,14439.17,847.5,840.38,718.96,26723.85,787.91,12300.71,26488.18,1061.59,856.39
2024-11-24,85064.64326409745,1.4551915228366852e-11,14439.17,847.5,840.38,718.96,26723.85,787.91,12300.71,26488.18,1061.59,856.39
2024-11-25,85064.64326409745,1.4551915228366852e-11,14439.17,847.5,840.38,718.96,26723.85,787.91,12300.71,26488.18,1061.59,856.39
2024-11-26,85610.66913476688,1.4551915228366852e-11,14898.61,854.05,844.9,725.26,26669.28,771.51,12260.02,26667.13,1062.16,857.75
2024-11-27,86629.024061892,1.4551915228366852e-11,14746.66,849.44,849.21,725.73,26666.2,778.77,12330.76,27751.72,1070.54,860.0
2024-11-28,86517.6041503184,1.4551915228366852e-11,14900.76,841.09,846.68,724.53,26804.5,783.04,12198.19,27505.42,1050.81,862.57
2024-11-29,86517.6041503184,1.4551915228366852e-11,14900.76,841.09,846.68,724.53,26804.5,783.04,12198.19,27505.42,1050.81,862.57
2024-11-30,85681.12904101795,1.4551915228366852e-11,15102.89,838.13,839.18,735.43,26633.65,790.23,12181.43,26667.35,1032.65,860.19
2024-12-01,85681.12904101795,1.4551915228366852e-11,15102.89,838.13,839.18,735.43,26633.65,790.23,12181.43,26667.35,1032.65,860.19
2024-12-02,85681.12904101795,1.4551915228366852e-11,15102.89,838.13,839.18,735.43,26633.65,790.23,12181.43,26667.35,1032.65,860.19
2024-12-02,85681.12904101795,1.4551915228366852e-11,25704.34,6460.36,856.81,856.81,856.81,17847.38,5680.66,25704.34,856.81,856.81
2024-12-03,85980.17330875389,1.4551915228366852e-11,26037.37,6492.37,849.89,856.06,857.34,17795.48,5647.26,25728.61,863.61,852.18
2024-12-04,85941.02688154852,1.4551915228366852e-11,26613.16,6424.75,850.43,871.2,852.54,17684.91,5549.02,25379.41,855.61,860.01
2024-12-05,84755.35298261324,1.4551915228366852e-11,26467.38,6457.68,840.78,862.56,849.82,17732.29,5550.36,24337.48,841.8,815.2
2024-12-06,85069.97278780778,1.4551915228366852e-11,26078.56,6514.9,840.89,872.9,853.92,17802.25,5600.48,24912.87,819.32,773.88
2024-12-07,85229.17071626987,1.4551915228366852e-11,26132.55,6450.06,849.89,877.2,846.0,17520.17,5671.85,25270.32,818.72,792.39
2024-12-08,85229.17071626987,1.4551915228366852e-11,26132.55,6450.06,849.89,877.2,846.0,17520.17,5671.85,25270.32,818.72,792.39
2024-12-09,85229.17071626987,1.4551915228366852e-11,26132.55,6450.06,849.89,877.2,846.0,17520.17,5671.85,25270.32,818.72,792.39
2024-12-10,84576.08444525664,1.4551915228366852e-11,26193.23,6309.79,826.75,926.22,833.06,17317.08,5748.25,24815.88,806.96,798.85
2024-12-11,85670.42176081665,1.4551915228366852e-11,25889.44,6274.33,826.24,977.39,843.78,17793.22,5658.03,25870.84,783.03,754.1
2024-12-12,85454.82831656543,1.4551915228366852e-11,25961.96,6240.77,834.98,960.18,842.43,17592.38,5698.04,25805.92,789.18,728.99
2024-12-13,85963.8520034478,1.4551915228366852e-11,26047.57,6205.72,835.27,965.58,833.7,17432.17,5762.14,26373.97,772.07,735.66
2024-12-14,86594.93322116157,1.4551915228366852e-11,25734.37,6142.33,837.02,948.64,834.91,17437.81,5810.42,27396.47,748.36,704.59
2024-12-15,86594.93322116157,1.4551915228366852e-11,25734.37,6142.33,837.02,948.64,834.91,17437.81,5810.42,27396.47,748.36,704.59
2024-12-16,86594.93322116157,1.4551915228366852e-11,25734.37,6142.33,837.02,948.64,834.91,17437.81,5810.42,27396.47,748.36,704.59
2024-12-17,86770.76184363921,1.4551915228366852e-11,25832.7,6144.81,840.49,942.66,818.32,17348.16,5845.86,27576.77,734.75,686.25
2024-12-18,88412.18491912134,1.4551915228366852e-11,26426.69,6152.1,854.13,908.8,783.53,17103.5,5879.04,28832.9,765.17,706.32
2024-12-19,88304.9632044884,1.4551915228366852e-11,26260.72,6074.82,858.29,908.53,788.86,17081.31,5838.68,29033.63,768.61,691.52
2024-12-20,87880.75984778712,1.4551915228366852e-11,26164.86,6069.51,851.62,922.51,806.1,17099.06,5748.87,28729.4,781.93,706.9
2024-12-21,88317.7239379877,1.4551915228366852e-11,26156.72,6063.7,852.38,938.03,802.79,17119.09,5642.81,29253.46,773.07,715.67
2024-12-22,88317.7239379877,1.4551915228366852e-11,26156.72,6063.7,852.38,938.03,802.79,17119.09,5642.81,29253.46,773.07,715.67
2024-12-23,88317.7239379877,1.4551915228366852e-11,26156.72,6063.7,852.38,938.03,802.79,17119.09,5642.81,29253.46,773.07,715.67
2024-12-24,88860.3983117231,1.4551915228366852e-11,25924.86,6120.01,849.85,945.16,819.68,17125.78,5631.7,29983.39,744.63,715.33
2024-12-25,90040.14692076757,1.4551915228366852e-11,26038.04,6102.34,850.37,942.7,817.49,17109.08,5637.53,31068.93,751.19,722.47
2024-12-26,90040.14692076757,1.4551915228366852e-11,26038.04,6102.34,850.37,942.7,817.49,17109.08,5637.53,31068.93,751.19,722.47
2024-12-27,89178.93419538133,1.4551915228366852e-11,26227.27,6096.59,853.0,929.01,810.39,17167.19,5696.35,29908.52,769.78,720.83
2024-12-28,88932.14456560358,1.4551915228366852e-11,26370.86,6168.17,855.17,921.69,806.69,17369.52,5686.37,29253.46,782.48,717.74
2024-12-29,88932.14456560358,1.4551915228366852e-11,26370.86,6168.17,855.17,921.69,806.69,17369.52,5686.37,29253.46,782.48,717.74
2024-12-30,88932.14456560358,1.4551915228366852e-11,26370.86,6168.17,855.17,921.69,806.69,17369.52,5686.37,29253.46,782.48,717.74
2024-12-31,88555.949827117,1.4551915228366852e-11,26484.66,6160.33,855.46,912.34,805.38,17252.06,5752.54,28822.98,795.2,715.0
2025-01-01,86385.81620596122,1.4551915228366852e-11,26434.56,6251.59,848.41,912.97,808.69,17484.67,5666.44,26446.02,819.38,713.09
2025-01-02,86385.81620596122,1.4551915228366852e-11,26434.56,6251.59,848.41,912.97,808.69,17484.67,5666.44,26446.02,819.38,713.09
2025-01-02,86385.81620596122,1.4551915228366852e-11,25915.74,25915.74,863.86,25915.74,863.86,863.86,3455.43,863.86,863.86,863.86
2025-01-03,86067.14382268822,1.4551915228366852e-11,25682.15,25618.69,873.51,26238.61,860.01,865.98,3378.48,842.94,828.37,878.4
2025-01-04,86481.91140621468,1.4551915228366852e-11,25486.26,25552.6,874.5,26933.6,864.84,873.82,3320.49,868.5,827.76,879.54
2025-01-05,86481.91140621468,1.4551915228366852e-11,25486.26,25552.6,874.5,26933.6,864.84,873.82,3320.49,868.5,827.76,879.54
2025-01-06,86481.91140621468,1.4551915228366852e-11,25486.26,25552.6,874.5,26933.6,864.84,873.82,3320.49,868.5,827.76,879.54
2025-01-07,86563.74991294023,1.4551915228366852e-11,25794.19,25424.16,871.61,26744.81,859.99,873.27,3423.71,846.92,844.56,880.54
2025-01-08,86238.35327697927,1.4551915228366852e-11,25793.02,25313.62,866.98,26534.12,859.84,878.16,3424.07,826.47,843.94,898.12
2025-01-09,86166.57782873436,1.4551915228366852e-11,25978.23,25348.99,842.8,26272.82,830.17,878.71,3475.39,803.75,844.15,891.56
2025-01-10,86166.57782873436,1.4551915228366852e-11,25978.23,25348.99,842.8,26272.82,830.17,878.71,3475.39,803.75,844.15,891.56
2025-01-11,86242.3575761632,1.4551915228366852e-11,26006.71,25455.03,870.41,26131.9,834.54,873.33,3509.66,799.2,834.99,926.58
2025-01-12,86242.3575761632,1.4551915228366852e-11,26006.71,25455.03,870.41,26131.9,834.54,873.33,3509.66,799.2,834.99,926.58
2025-01-13,86242.3575761632,1.4551915228366852e-11,26006.71,25455.03,870.41,26131.9,834.54,873.33,3509.66,799.2,834.99,926.58
2025-01-14,86457.25232483546,1.4551915228366852e-11,26048.37,25724.13,892.19,25947.21,847.26,878.9,3529.02,823.63,842.19,924.35
2025-01-15,86750.41724011429,1.4551915228366852e-11,25714.04,25597.83,900.16,26753.02,822.86,879.52,3469.02,881.0,808.34,924.62
2025-01-16,86465.38125728483,1.4551915228366852e-11,25868.88,25390.16,913.75,26391.84,818.1,879.27,3503.02,925.87,821.93,952.55
