Date,Close,Dividends,High,Low,Open,Stock Splits,Volume
2024-01-22,214.9299927,0.0,217.0,212.3600006,213.0700073,0.0,10760800.0
2024-01-23,211.5,0.0,216.8500061,211.1300049,215.3500061,0.0,9076900.0
2024-01-24,214.1300049,0.0,217.5899963,209.3600006,209.8300018,0.0,15119100.0
2024-01-25,201.8800049,0.0,208.7299957,198.3200073,208.1999969,0.0,22112500.0
2024-01-26,205.4700012,0.0,206.75,203.0,203.0800018,0.0,9911200.0
2024-01-29,205.1900024,0.0,207.0399933,203.8500061,206.0599976,0.0,7535400.0
2024-01-30,200.4400024,0.0,203.9799957,199.1399994,203.6499939,0.0,13321200.0
2024-01-31,211.0399933,0.0,213.7700043,203.25,204.9199982,0.0,22409400.0
2024-02-01,209.8099976,0.0,214.6300049,206.8099976,213.8399963,0.0,10679200.0
2024-02-02,209.3800049,0.0,209.5399933,206.3500061,209.0599976,0.0,6271200.0
2024-02-05,206.6300049,0.0,207.3399963,202.0,204.6399994,0.0,8682500.0
2024-02-06,208.5800018,0.0,210.6399994,203.8899994,206.0200043,0.0,7556900.0
2024-02-07,211.9199982,0.0,213.7700043,207.9900055,208.7599945,0.0,7747700.0
2024-02-08,209.2200012,0.0,213.1000061,208.7200012,212.3999939,0.0,5787700.0
2024-02-09,209.1999969,0.0,211.4400024,207.8999939,209.7700043,0.0,4349700.0
2024-02-12,209.3300018,0.0,209.8000031,207.6000061,208.6999969,0.0,4077400.0
2024-02-13,204.4600067,0.0,207.8099976,202.3300018,206.8999939,0.0,8263600.0
2024-02-14,203.3800049,0.0,206.5800018,202.2100067,205.9499969,0.0,6503000.0
2024-02-15,205.3300018,0.0,206.5500031,203.3999939,204.1199951,0.0,5309100.0
2024-02-16,203.8899994,0.0,205.0500031,202.8099976,204.8800049,0.0,5975900.0
2024-02-20,203.3699951,0.0,205.5800018,202.7100067,203.5500031,0.0,5248400.0
2024-02-21,201.5700073,0.0,203.6300049,201.2100067,202.8999939,0.0,4179800.0
2024-02-22,201.5,0.0,204.1000061,200.3999939,202.0,0.0,6513500.0
2024-02-23,200.8300018,0.0,202.0700073,197.1499939,200.9900055,0.0,7433400.0
2024-02-26,200.5399933,0.0,202.75,200.0,201.0099945,0.0,4807200.0
2024-02-27,201.3999939,0.0,202.0,200.0399933,200.9299927,0.0,3932900.0
2024-02-28,207.0,0.0,208.1000061,200.1799927,201.1399994,0.0,9654700.0
2024-02-29,203.7200012,0.0,206.6199951,202.6999969,206.4400024,0.0,6670300.0
2024-03-01,200.0,0.0,205.0599976,199.0099945,204.0,0.0,11591000.0
2024-03-04,200.5399933,0.0,201.5399933,196.9199982,199.5,0.0,7213900.0
2024-03-05,201.1399994,0.0,202.8500061,198.6999969,199.4900055,0.0,5034700.0
2024-03-06,201.0,0.0,202.3500061,199.8600006,201.7700043,0.0,4736600.0
2024-03-07,203.0299988,0.0,203.7299957,200.5700073,200.6999969,0.0,5965300.0
2024-03-08,198.4900055,0.0,203.8000031,198.4600067,201.8399963,0.0,8993600.0
2024-03-11,192.4900055,0.0,196.0700073,189.8000031,194.2100067,0.0,14160600.0
2024-03-12,184.2400055,0.0,188.5800018,183.1600037,188.2400055,0.0,18714800.0
2024-03-13,182.3500061,0.0,185.9700012,182.0800018,183.1600037,0.0,10196100.0
2024-03-14,181.1499939,0.0,184.9400024,180.5200043,182.0,0.0,10016200.0
2024-03-15,182.5299988,0.0,184.1799927,180.9100037,180.9900055,0.0,10708600.0
2024-03-18,179.8399963,0.0,181.1900024,177.5200043,180.2599945,0.0,9497800.0
2024-03-19,181.1399994,0.0,181.8600006,179.7400055,180.1100006,0.0,7648000.0
2024-03-20,187.7799988,0.0,188.3000031,178.6000061,178.9900055,0.0,12770000.0
2024-03-21,187.6999969,0.0,190.3800049,187.5500031,189.7899933,0.0,7436400.0
2024-03-22,188.8500061,0.0,192.9400024,188.1900024,188.75,0.0,7822800.0
2024-03-25,191.4100037,0.0,196.1799927,189.5,196.0099945,0.0,12953000.0
